35;3268;São Paulo;SP;3500105	ADAMANTINA
35;3785;São Paulo;SP;3546256;SANTA CRUZ DA ESPERANÇA
35;3786;São Paulo;SP;3546306;SANTA CRUZ DAS PALMEIRAS
35;3787;São Paulo;SP;3546405;SANTA CRUZ DO RIO PARDO
35;3788;São Paulo;SP;3546504;SANTA ERNESTINA
35;3789;São Paulo;SP;3546603;SANTA FÉ DO SUL
35;3790;São Paulo;SP;3546702;SANTA GERTRUDES
35;3791;São Paulo;SP;3546801;SANTA ISABEL
35;3792;São Paulo;SP;3546900;SANTA LÚCIA
35;3793;São Paulo;SP;3547007;SANTA MARIA DA SERRA
35;3794;São Paulo;SP;3547106;SANTA MERCEDES
35;3795;São Paulo;SP;3547205;SANTANA DA PONTE PENSA
35;3796;São Paulo;SP;3547304;SANTANA DE PARNAÍBA
35;3797;São Paulo;SP;3547403;SANTA RITA D'OESTE
35;3798;São Paulo;SP;3547502;SANTA RITA DO PASSA QUATRO
35;3799;São Paulo;SP;3547601;SANTA ROSA DE VITERBO
35;3800;São Paulo;SP;3547650;SANTA SALETE
35;3801;São Paulo;SP;3547700;SANTO ANASTÁCIO
35;3802;São Paulo;SP;3547809;SANTO ANDRÉ
35;3803;São Paulo;SP;3547908;SANTO ANTÔNIO DA ALEGRIA
35;3804;São Paulo;SP;3548005;SANTO ANTÔNIO DE POSSE
35;3805;São Paulo;SP;3548054;SANTO ANTÔNIO DO ARACANGUÁ
35;3806;São Paulo;SP;3548104;SANTO ANTÔNIO DO JARDIM
35;3807;São Paulo;SP;3548203;SANTO ANTÔNIO DO PINHAL
35;3808;São Paulo;SP;3548302;SANTO EXPEDITO
35;3809;São Paulo;SP;3548401;SANTÓPOLIS DO AGUAPEÍ
35;3810;São Paulo;SP;3548500;SANTOS
35;3811;São Paulo;SP;3548609;SÃO BENTO DO SAPUCAÍ
35;3812;São Paulo;SP;3548708;SÃO BERNARDO DO CAMPO
35;3813;São Paulo;SP;3548807;SÃO CAETANO DO SUL
35;3814;São Paulo;SP;3548906;SÃO CARLOS
35;3815;São Paulo;SP;3549003;SÃO FRANCISCO
35;3816;São Paulo;SP;3549102;SÃO JOÃO DA BOA VISTA
35;3817;São Paulo;SP;3549201;SÃO JOÃO DAS DUAS PONTES
35;3818;São Paulo;SP;3549250;SÃO JOÃO DE IRACEMA
35;3819;São Paulo;SP;3549300;SÃO JOÃO DO PAU D'ALHO
35;3820;São Paulo;SP;3549409;SÃO JOAQUIM DA BARRA
35;3821;São Paulo;SP;3549508;SÃO JOSÉ DA BELA VISTA
35;3822;São Paulo;SP;3549607;SÃO JOSÉ DO BARREIRO
35;3823;São Paulo;SP;3549706;SÃO JOSÉ DO RIO PARDO
35;3824;São Paulo;SP;3549805;SÃO JOSÉ DO RIO PRETO
35;3825;São Paulo;SP;3549904;SÃO JOSÉ DOS CAMPOS
35;3826;São Paulo;SP;3549953;SÃO LOURENÇO DA SERRA
35;3827;São Paulo;SP;3550001;SÃO LUIZ DO PARAITINGA
35;3828;São Paulo;SP;3550100;SÃO MANUEL
35;3829;São Paulo;SP;3550209;SÃO MIGUEL ARCANJO
35;3830;São Paulo;SP;3550308;SÃO PAULO
35;3831;São Paulo;SP;3550407;SÃO PEDRO
35;3832;São Paulo;SP;3550506;SÃO PEDRO DO TURVO
35;3833;São Paulo;SP;3550605;SÃO ROQUE
35;3834;São Paulo;SP;3550704;SÃO SEBASTIÃO
35;3835;São Paulo;SP;3550803;SÃO SEBASTIÃO DA GRAMA
35;3836;São Paulo;SP;3550902;SÃO SIMÃO
35;3837;São Paulo;SP;3551009;SÃO VICENTE
35;3838;São Paulo;SP;3551108;SARAPUÍ
35;3839;São Paulo;SP;3551207;SARUTAIÁ
35;3840;São Paulo;SP;3551306;SEBASTIANÓPOLIS DO SUL
35;3841;São Paulo;SP;3551405;SERRA AZUL
35;3842;São Paulo;SP;3551504;SERRANA
35;3843;São Paulo;SP;3551603;SERRA NEGRA
35;3844;São Paulo;SP;3551702;SERTÃOZINHO
35;3845;São Paulo;SP;3551801;SETE BARRAS
35;3846;São Paulo;SP;3551900;SEVERÍNIA
35;3847;São Paulo;SP;3552007;SILVEIRAS
35;3848;São Paulo;SP;3552106;SOCORRO
35;3849;São Paulo;SP;3552205;SOROCABA
35;3850;São Paulo;SP;3552304;SUD MENNUCCI
35;3851;São Paulo;SP;3552403;SUMARÉ
35;3852;São Paulo;SP;3552502;SUZANO
35;3853;São Paulo;SP;3552551;SUZANÁPOLIS
35;3854;São Paulo;SP;3552601;TABAPUÃ
35;3855;São Paulo;SP;3552700;TABATINGA
35;3856;São Paulo;SP;3552809;TABOÃO DA SERRA
35;3857;São Paulo;SP;3552908;TACIBA
35;3858;São Paulo;SP;3553005;TAGUAÍ
35;3859;São Paulo;SP;3553104;TAIAÇU
35;3860;São Paulo;SP;3553203;TAIÚVA
35;3861;São Paulo;SP;3553302;TAMBAÚ
35;3862;São Paulo;SP;3553401;TANABI
35;3863;São Paulo;SP;3553500;TAPIRAÍ
35;3864;São Paulo;SP;3553609;TAPIRATIBA
35;3865;São Paulo;SP;3553658;TAQUARAL
35;3866;São Paulo;SP;3553708;TAQUARITINGA
35;3867;São Paulo;SP;3553807;TAQUARITUBA
35;3868;São Paulo;SP;3553856;TAQUARIVAÍ
35;3869;São Paulo;SP;3553906;TARABAI
35;3870;São Paulo;SP;3553955;TARUMÃ
35;3871;São Paulo;SP;3554003;TATUÍ
35;3872;São Paulo;SP;3554102;TAUBATÉ
35;3873;São Paulo;SP;3554201;TEJUPÁ
35;3874;São Paulo;SP;3554300;TEODORO SAMPAIO
35;3875;São Paulo;SP;3554409;TERRA ROXA
35;3876;São Paulo;SP;3554508;TIETÊ
35;3877;São Paulo;SP;3554607;TIMBURI
35;3878;São Paulo;SP;3554656;TORRE DE PEDRA
35;3879;São Paulo;SP;3554706;TORRINHA
35;3880;São Paulo;SP;3554755;TRABIJU
35;3881;São Paulo;SP;3554805;TREMEMBÉ
35;3882;São Paulo;SP;3554904;TRÊS FRONTEIRAS
35;3883;São Paulo;SP;3554953;TUIUTI
35;3884;São Paulo;SP;3555000;TUPÃ
35;3885;São Paulo;SP;3555109;TUPI PAULISTA
35;3886;São Paulo;SP;3555208;TURIÚBA
35;3887;São Paulo;SP;3555307;TURMALINA
35;3888;São Paulo;SP;3555356;UBARANA
35;3889;São Paulo;SP;3555406;UBATUBA
35;3890;São Paulo;SP;3555505;UBIRAJARA
35;3891;São Paulo;SP;3555604;UCHOA
35;3892;São Paulo;SP;3555703;UNIÃO PAULISTA
35;3893;São Paulo;SP;3555802;URÂNIA
35;3894;São Paulo;SP;3555901;URU
35;3895;São Paulo;SP;3556008;URUPÊS
35;3896;São Paulo;SP;3556107;VALENTIM GENTIL
35;3897;São Paulo;SP;3556206;VALINHOS
35;3898;São Paulo;SP;3556305;VALPARAÍSO
35;3899;São Paulo;SP;3556354;VARGEM
35;3900;São Paulo;SP;3556404;VARGEM GRANDE DO SUL
35;3901;São Paulo;SP;3556453;VARGEM GRANDE PAULISTA
35;3902;São Paulo;SP;3556503;VÁRZEA PAULISTA
35;3903;São Paulo;SP;3556602;VERA CRUZ
35;3904;São Paulo;SP;3556701;VINHEDO
35;3905;São Paulo;SP;3556800;VIRADOURO
35;3906;São Paulo;SP;3556909;VISTA ALEGRE DO ALTO
35;3907;São Paulo;SP;3556958;VITÓRIA BRASIL
35;3908;São Paulo;SP;3557006;VOTORANTIM
35;3909;São Paulo;SP;3557105;VOTUPORANGA
35;3910;São Paulo;SP;3557154;ZACARIAS
35;3911;São Paulo;SP;3557204;CHAVANTES
35;3912;São Paulo;SP;3557303;ESTIVA GERBI
35;3649;São Paulo;SP;3533809;ÓLEO
35;3663;São Paulo;SP;3535101;PALMARES PAULISTA
35;3280;São Paulo;SP;3501103;ALTO ALEGRE
35;3281;São Paulo;SP;3501152;ALUMÍNIO
35;3282;São Paulo;SP;3501202;ÁLVARES FLORENCE
35;3283;São Paulo;SP;3501301;ÁLVARES MACHADO
35;3322;São Paulo;SP;3504800;BÁLSAMO
35;3323;São Paulo;SP;3504909;BANANAL
35;3324;São Paulo;SP;3505005;BARÃO DE ANTONINA
35;3325;São Paulo;SP;3505104;BARBOSA
35;3326;São Paulo;SP;3505203;BARIRI
35;3327;São Paulo;SP;3505302;BARRA BONITA
35;3328;São Paulo;SP;3505351;BARRA DO CHAPÉU
35;3438;São Paulo;SP;3515152;ENGENHEIRO COELHO
